uai - identifiant;exercice;Acquisitions d'immobilisations;ANR hors investissements d'avenir;ANR investissements d'avenir;Autres ressources propres;Autres Subventions;Besoin en fonds de roulement;CAF / Produits encaissables;Capacité d'autofinancement;Charges de fonctionnement décaissables;Charges décaissables / Produits.encaissables;Charges externes;Charges externes / Produits.encaissables;Contrats et prestations de recherche hors ANR;Dépenses de personnel;Dépenses de personnel / Produits encaissables;Droits d'inscription;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Fonds de roulement net global;Formation continue, diplômes propres et VAE;Ressources propres;Résultat net comptable hors SIE;Produits de fonctionnement encaissables;Ressources propres / Produits encaissables;Résultat net comptable;Solde budgétaire;Subventions de la région;Subventions Union Européenne;Taxe d'apprentissage;Trésorerie;Trésorerie en jours de charges décaissables;Valorisation;rce;vague;typologie;code du groupe;groupe;uai actuel;etablissement;code de la commune;commune;code de l'academie;academie;code de la region;region
0333232J;2012;3684035.76;0.0;0.0;2738578.66;2625452.55;4450701.09;16.2378966034187;3066671.07;15819217.57;83.7621033965813;6321253.73;33.4707773115409;1649708.67;7449099.32;39.4426731089737;705139.89;3817133.93;162.693286049798;7149112.47000001;285924.28;11692691.64;;18885888.64;61.9123191017608;775759.630000001;;604223.82;514867.09;539074.93;2698411.38;61.4081001479013;256.0;;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0333232J;Institut polytechnique de Bordeaux;33522;Talence;A04;Bordeaux;R75;Nouvelle-Aquitaine
0350097R;2012;2217024.51;0.0;0.0;4488556.25;319410.66;516336.68;16.0447987632108;2271797.21;11836112.77;83.5937497842596;6672908.27;47.1280930737277;900906.88;4669588.46;32.9794432434008;740345.94;2667505.53;74.4251443288672;2446956.66999999;12700.0;8860320.21;;14159088.21;62.5769122883372;923001.779999999;;520188.17;199042.33;637359.99;1930619.99;58.72056222391;8024.29;2015;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0350097R;Institut national des sciences appliquées de Rennes;35238;Rennes;A14;Rennes;R53;Bretagne
0350937D;2012;2019461.36;0.0;0.0;1432367.81;2821104.6;1305798.27999999;1.62374690627192;1549201.0;93948877.85;98.4695980422526;12013639.04;12.5917225874935;347253.96;79873037.91;83.7164436383026;2783147.64;2833810.91;48.5860662443239;12679462.23;846226.13;13667986.35;;95409019.35;14.3256753324967;500287.16;;1432599.85;817744.33;144789.11;11373663.95;43.5824154125329;1790552.12;2010;B;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0350937D;Université Rennes 2;35238;Rennes;A14;Rennes;R53;Bretagne
0352317D;2012;;0.0;0.0;124933.62;409573.0;;9.0669768672589;279623.24;2804351.1;90.9330231327411;1410150.82;45.7251152096162;;1256808.0;40.7528682615433;588426.4;839392.69;107.873029878463;840316.25;486792.57;1767588.34;;3083974.34;57.315273900755;126859.53;;23250.0;;83762.72;1351107.82;173.44433626731;206.78;;B;institut d'études politiques;GR20;instituts d'études politiques;0352317D;Institut d'études politiques de Rennes;35238;Rennes;A14;Rennes;R53;Bretagne
0440984F;2012;;0.0;0.0;5720255.99;2675933.36;;1.47206746110152;3922106.31999995;273138394.0;102.515870142177;34248019.5;12.8541632989493;1208494.89;231660771.28;86.9482506570539;6385052.61;11806460.8099999;5.84365434322619;4433684.3399998;9217222.93;34712269.26;;266435229.61;13.028408184162;1572168.77999995;;2957962.51;875185.69;3091096.45;14636257.98;19.2907807490441;101294.78;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0440984F;Université de Nantes;44109;Nantes;A17;Nantes;R52;Pays de la Loire
0490970N;2012;4962413.19;0.0;0.0;1353388.56;4564091.19;;2.02226232645861;2568172.07;124414147.07;97.9677512411156;15734195.97;12.3896183277345;799210.59;105191205.67;82.8309811426301;2621432.33;5748881.87;35.4562788612622;12253507.48;2405857.31;18556186.44;;126995001.41;14.6117455285439;135615.100000005;;2579518.52;1797558.42;949196.99;15505988.85;44.8675340985079;71527.54;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0490970N;Université d'Angers;49007;Angers;A17;Nantes;R52;Pays de la Loire
0593279U;2012;6562701.4;0.0;0.0;3995239.07;5325741.6;;2.83026483427558;2780200.29999998;95432588.38;97.1510933711545;11263061.36;11.4658812508927;623629.61;78734952.69;80.1527745417694;1353789.07;5288867.51999998;58.7471822735862;15573321.29;2132248.83;18983774.12;;98231100.72;19.3256249607868;996075.659999982;;3104663.59;817947.33;804736.0;18187863.5;68.6100101773221;4188.82;2010;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0593279U;Université de Valenciennes et du Hainaut-Cambrésis;59032;Aulnoy-lez-Valenciennes;A09;Lille;R32;Hauts-de-France
0593559Y;2012;11615913.74;0.0;0.0;11108858.6;5567608.04;1204791.02;4.67777336044452;10906277.75;224480456.29;96.2811256456214;41247296.2;17.6912332307624;4875485.88;179499432.08;76.9884722217666;2525859.31;16728143.23;34.6554051242212;21609614.3199999;7104543.98;44387537.93;;233151050.93;19.038103303822;4518334.66999997;;5575657.15;1407093.06;3628016.9;20404823.3;32.7232780501401;713964.5;2011;E;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0597065J;Université LILLE 1 - SCIENCES TECHNOLOGIES;;;;;;
0670190T;2012;1028668.14;0.0;0.0;615128.2;195624.5;;12.9184730653155;883465.919999999;5815720.83;85.0403294535111;2329890.2;34.0688000662691;112012.97;2923588.92;42.7501546602667;609387.57;1283336.15;154.22051474228;2491398.49999999;619363.43;3525367.75;;6838779.75;51.5496605955178;26246.9499999998;;436538.02;309673.41;529554.39;3633462.88;224.915651049227;;2013;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0670190T;Institut national des sciences appliquées de Strasbourg;67482;Strasbourg;A15;Strasbourg;R44;Grand Est
0671451N;2012;822830.07;0.0;0.0;220372.97;20339.0;;39.2792992118591;1855034.41;2865880.67;60.6833941923553;2135352.21;45.2148692914513;;729630.31;15.4495070851713;;1855698.02;404.75875556954;3222195.26;;457866.95;;4722676.95;9.69507241015078;1548117.46;;5900.0;;;3658103.94;459.515789399563;;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0671451N;BNU DE STRASBOURG;;;;;;
0673021V;2012;16468115.91;0.0;0.0;29878519.48;14162735.6;;2.47726149691972;10282066.2100001;404679688.2;97.4996065662695;58047621.05;13.9854318847993;5021464.95;319790805.17;77.0473008573044;;9887385.10000007;30.9700779214944;34813781.8800001;8747876.57;93353814.54;;415057765.31;22.4917643620703;2170854.10000006;;2925501.68;4436484.9;1591121.17;74140592.8799999;65.954912527285;452110.16;2009;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0673021V;Université de Strasbourg;67482;Strasbourg;A15;Strasbourg;R44;Grand Est
0691774D;2012;21208107.25;0.0;0.0;24630327.46;12874966.15;5197625.62999997;6.77183486621522;24500655.06;337147464.06;93.1855473490981;51530322.37;14.2426736280281;325157.45;266912615.62;73.7730543229082;6969088.26;23484625.48;48.7652026766366;45669623.3799999;11595134.37;79109663.25;;361802311.25;21.8654388847551;11442611.07;;5914380.23;4035955.02;2111990.89;40471997.7400001;43.21527147482;360312.06;2009;A;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0691774D;Université Claude Bernard - Lyon 1;69266;Villeurbanne;A10;Lyon;R84;Auvergne-Rhône-Alpes
0692437Z;2012;2437001.16;0.0;0.0;1307578.9;3404794.23;;7.48619290268639;7282930.5;89955017.16;92.4656099662387;10632324.51;10.9290665736575;128009.85;77025234.14;79.1749641365691;4495299.37;9849381.19;101.595880609357;25386275.51;5671226.28;19113980.16;;97284836.16;19.6474403560326;6329244.86;;654356.97;;1362933.21;31871447.87;127.54954193152;12009.82;2010;A;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0692437Z;Université Jean Moulin - Lyon 3;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes
0750736T;2012;7965416.18;0.0;0.0;3060006.76;1960711.39;;4.64995184750442;4063813.49;83322659.26;95.3405844826354;16656864.85;19.0593440554008;821127.23;63855608.46;73.0657313045378;;6431038.42;50.1480139773441;11606849.6699999;8217304.23;29933287.56;;87394743.5;34.2506727077928;1317177.06;;461502.37;251863.07;3421809.15;14944135.85;64.5669371786683;20190.33;2011;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0750736T;Université Paris-Dauphine;75116;Paris 16e;A01;Paris;R11;Île-de-France
0751721N;2012;23447132.68;0.0;0.0;7114100.36;12031794.91;;0.839772746750715;2297431.20000005;271280296.69;99.1602272532493;38841759.37;14.1977052260692;1133555.82;227411812.44;83.1251192097909;7190306.88;5194034.40000005;32.7485503739033;24677879.0599997;8684531.18;44999459.89;;273577727.89;16.4485099854669;;;3658195.91;1775838.51;1436964.36;41427143.8199999;54.9755067255857;71829.93;2009;D;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0751721N;Université Paris Descartes;75106;Paris 6e;A01;Paris;R11;Île-de-France
0751722P;2012;18012202.51;0.0;0.0;14012060.06;6243937.92;;2.21378095221135;9395826.28000001;429617633.31;101.223597053967;75458705.05;17.7790690185285;33145648.47;346235858.44;81.5777479856742;7079385.66;12404801.8;13.4823947876006;16089651.5000001;6318019.87;78332192.7800001;;424424388.99;18.4561007359654;;;3973511.47;633274.91;1144879.0;22228676.8200003;18.6266182641201;1580173.03;2009;D;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0755890V;Université PARIS 6 - PIERRE ET MARIE CURIE;;;;;;
0753478Y;2012;60742.87;0.0;0.0;181269.56;123979.05;1569324.28;23.8351234496831;608127.85;2743545.07;107.531229548556;1409143.86;55.2303563493483;;1095069.62;42.9204476964796;12731.7;848336.89;288.242463463522;2196683.86;145205.65;492178.749999999;;2551393.75;19.2905838230575;;;;4437.98;1000.0;627359.58;82.3202983867876;22404.81;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753478Y;École nationale des Chartes;75102;Paris 2e;A01;Paris;R11;Île-de-France
0762762P;2012;;;;;;;;;;;;;;;;;;;3341740.30999999;;;;;;;;;;;5448553.55;;;2011;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0762762P;Université du Havre;76351;Le Havre;A21;Rouen;R28;Normandie
0830766G;2012;2839312.89;0.0;0.0;1397568.7;1458620.48;;3.83583467785568;2736738.64;68586813.7;96.1318244237187;7793588.63;10.9235559051761;245321.08;59610012.0;83.5498676545134;;3003283.2;39.6033181637653;7545181.67999999;1253454.83;8761203.58999999;;71346626.48;12.27977274084;826232.980000002;;826910.67;584787.19;387168.71;10329002.66;54.2150999150439;14221.7;2012;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0830766G;Université de Toulon;83062;La Garde;A23;Nice;R93;Provence-Alpes-Côte d'Azur
0840685N;2012;1775283.82;0.0;0.0;1050564.05;881779.72;;0.823660004402725;424535.300000006;51118006.25;99.1763399955972;7045629.25;13.6695417767966;618064.83;43406603.1;84.215100370812;714153.41;494790.000000006;39.4037782097575;5595118.27999999;1631643.62;7338735.39000001;;51542541.55;14.2382101644734;135739.330000006;;731551.28;238048.68;322474.11;9090973.87;64.0234397482981;6972.25;2010;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0840685N;Université d'Avignon et des Pays de Vaucluse;84007;Avignon;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur
0870862P;2012;128646.3;0.0;0.0;68207.33;19195.37;;12.3631361342562;233793.39;1657259.07;87.6368638657438;1130535.1;59.7833811548517;31539.0;406181.05;21.4791000562724;;170843.55;308.220212063767;1418890.95;16965.7;1132106.46;;1891052.46;59.8664756238439;190294.08;;;;136371.98;2383291.49;517.713224161145;100000.0;;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0870669E;ENSCI LIMOGES;;;;;;
0911975C;2012;1232236.5;0.0;0.0;1077104.14;1466765.32;;0.0215033546592333;17010.6400000014;79070067.66;99.953423729055;11204423.76;14.1636468624108;1165249.5;65857321.98;83.2510329677862;1533962.45;1898156.33;;;1304007.7;15029413.92;;79106912.71;18.9988629376761;;;423384.29;392194.75;657270.41;;;66.97;2011;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0911975C;Université d'Évry-Val d'Essonne;91228;Évry;A25;Versailles;R11;Île-de-France
1340004B;2012;326924.14;0.0;0.0;315011.38;191387.06;;5.68440750491056;408733.719999999;6763607.11;94.0639275280506;1412799.1;19.6483074774719;6106.4;5256391.33;73.10253317245;;382609.049999999;90.4482969591058;1699324.29;;595031.64;;7190436.64;8.27531998112426;351939.329999999;;;;;1785437.24;95.0317479928251;74771.73;;;école française à l'étranger;GR40;écoles françaises à l'étranger;1340004B;Casa de Velázquez de Madrid;99134;Madrid;A99;Étranger;R99;Étranger
9710585J;2012;5837216.59;0.0;0.0;382131.78;499864.72;7630431.75;10.542472665937;3096900.91;26278569.23;89.4575273340629;15196923.16;51.7333785215122;176158.88;10271031.28;34.9646532669928;2575603.0;4082755.93;266.834929292686;19477889.34;206387.5;9419603.14;;29375470.14;32.0662208812567;;;3107984.86;1067559.03;402768.31;11847457.59;162.302775888229;2047.82;2013;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;9710585J;Université des Antilles;97120;Pointe-à-Pitre;A32;Guadeloupe;R01;Guadeloupe
0101060Y;2013;;977097.37;94074.89;968533.99;2637656.72;808547.95;4.132469827;1362097.99;31556553.29;95.73944405;6144905.76;18.6430329;795020.52;24828292.71;75.32657065;1058976.26;1713282.72;69.4343653;6086414.58;430728.33;10359176.75;;32960869.58;31.42871193;254714.99;;1725387.37;1104978.59;559441.3;5277866.63;60.21037752;7281.41;2009;B;université technologique;GR50;écoles d'ingénieurs;0101060Y;Université de technologie de Troyes;10387;Troyes;A19;Reims;R44;Grand Est
0290346U;2013;11114782.32;1632366.69;729191.67;3918286.54;3695590.27;;2.396088775;4015623.12;163527169.4;97.5752961;20642964.66;12.31748459;2108137.37;138693443.9;82.75721953;2755416.68;5784994.0;48.69477655;22119219.37;6014513.19;27270384.18;;167590748.8;16.27201046;802857.17;;1902701.26;1281485.21;951260.38;24154839.05;53.17613025;21728.15;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0290346U;Université de Bretagne Occidentale;29019;Brest;A14;Rennes;R53;Bretagne
0310152X;2013;5379503.54;1691603.37;227278.28;4188464.85;2248551.55;1241808.56;5.816789883;3168157.46;51285061.01;94.16022651;8109708.68;14.88956026;3194789.3;39379539.43;72.30149052;892411.06;6276367.61;90.5247092;12896014.54;641424.5;15759401.47;;54465736.66;28.93452368;815452.91;;690947.89;1160255.53;655319.81;11654205.98;81.80772471;75720.33;2012;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0310152X;Institut national des sciences appliquées de Toulouse;31555;Toulouse;A16;Toulouse;R76;Occitanie
0341087X;2013;8051794.75;410814.71;1513053.46;5446675.46;3523622.15;;3.935963136;5851336.21;142811538.6;96.06369061;17475532.2;11.75510141;1119088.12;119307966.8;80.25376463;3626834.14;8096723.07;44.06753468;17481534.53;4906547.82;26497087.24;;148663389.6;17.82354574;2671054.95;;1306355.8;1767929.01;1770035.52;30888826.44;77.86469935;18414.0;2009;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0342321N;Université MONTPELLIER 1;;;;;;
0381838S;2013;16721298.29;0.0;0.0;12071431.28;15289776.24;;2.914632149;7702437.72;256525588.7;97.07027242;40973659.33;15.50459076;1447420.44;207535421.1;78.532204;1292793.8;10005951.41;41.64330309;29673813.45;4990518.4;51489652.59;;264267918.8;19.48388318;;;9886847.19;4624791.16;1209784.17;53423878.59;74.97340281;360130.16;2010;A;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0383493R;Université GRENOBLE 1 - JOSEPH FOURIER;;;;;;
0381912X;2013;8898087.91;4755849.62;119217.5;5172442.94;5367910.31;;1.356883047;1527808.99;111065398.7;98.6397891;23434592.59;20.81281208;2877585.8;81162430.2;72.08226049;3218150.63;5707095.09;52.79141402;16286942.9;1774895.43;36895423.28;;112596954.7;32.76769196;;;1694143.65;5224207.01;2982409.39;28165915.88;91.29512737;500536.53;2010;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0381912X;Grenoble INP;38185;Grenoble;A08;Grenoble;R84;Auvergne-Rhône-Alpes
0420093Y;2013;800674.21;286744.56;0.0;1003512.69;597259.25;1078665.19;21.65625605;1144939.38;4132517.42;78.1655841;1944401.55;36.77789285;660822.75;1963824.94;37.14528165;223204.1;1486852.67;163.130046;1872604.88;67103.42;3393939.89;;5286875.89;64.19556579;821226.13;;96970.96;58890.79;399431.37;793939.69;69.16323861;;;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0420093Y;École nationale d'ingénieurs de Saint-Étienne;42218;Saint-Étienne;A10;Lyon;R84;Auvergne-Rhône-Alpes
0561718N;2013;6472170.36;690052.64;54682.61;3275280.61;1975960.35;1519949.62;4.835838862;3515281.93;69165643.1;95.14852904;8858474.62;12.18626462;888036.19;57121281.97;78.57956223;872063.54;3949827.4;76.36830156;14672396.36;1324953.56;14135866.94;;72692288.36;19.44617133;2933694.61;;1141260.12;492685.43;2763129.04;13152446.74;68.4571214;;2010;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0561718N;Université de Bretagne-Sud;56121;Lorient;A14;Rennes;R53;Bretagne
0593559Y;2013;7103430.32;1329976.66;397735.31;7330829.15;2947162.86;255487.91;4.245805364;9613992.14;216814468.1;95.75127776;26773234.2;11.8238022;315088.72;184438129.5;81.45298935;2201545.34;13338441.52;27.07632133;16307050.58;5635587.45;34936140.32;;226435065.1;15.42876776;3534972.03;;6783799.98;3557970.36;4575830.38;16051562.67;26.65210772;142.8;2011;E;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0597065J;Université LILLE 1 - SCIENCES TECHNOLOGIES;;;;;;
0595876S;2013;147352.83;0.0;0.0;171294.26;350301.74;;11.33428026;549471.49;4298401.31;88.66571974;1783396.58;36.78719829;;2149188.89;44.33261718;2372001.18;1135816.1;314.3669821;3753542.91;;3367312.8;;4847872.8;69.45959473;479528.26;;174241.42;;61887.0;5391980.44;451.589514;;;E;institut d'études politiques;GR20;instituts d'études politiques;0595876S;Institut d'études politiques de Lille;59350;Lille;A09;Lille;R32;Hauts-de-France
0623957P;2013;5878591.32;0.0;0.0;1551521.82;2792007.2;;7.346447378;8445662.9;106478808.5;92.62043402;13758186.88;11.9675385;342642.06;91310414.49;79.42622895;1295803.96;9293214.82;149.4976778;44217596.13;3126362.48;11559311.95;;114962545.4;10.0548504;6029572.79;;711837.95;386332.37;784132.12;49059488.26;165.8678945;42287.35;2011;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0623957P;Université d'Artois;62041;Arras;A09;Lille;R32;Hauts-de-France
0631833A;2013;;;;;;;;1040583.0;9545895.0;;;;;;;;;127.0;3361932.0;;;;;;613761.0;;;;;3804313.0;143.4703;;2012;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0632033T;IFMA CLERMONT FERRAND;;;;;;
0660437S;2013;3249263.15;117516.59;18616.62;1466651.04;1958481.92;;3.609401533;2337692.3;61392466.4;94.79008949;7613839.98;11.75578398;114608.3;53011006.81;81.84909932;1094921.39;2574099.94;39.63155521;6758552.56;1191661.5;9920326.36;;64766756.45;15.31700351;755631.29;;787382.3;1912142.17;295845.25;13882958.41;81.4084418;31769.31;2012;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0660437S;Université de Perpignan - Via Domitia;66136;Perpignan;A11;Montpellier;R76;Occitanie
